原题名称,标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,AC数,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
2931：声音的频率,20-21(1)第1次线上赛,3：声音的频率,人类对于声音频率的听觉范围是20~20000Hz（包括20和20000），现在来了五种不同的动物，分别发出一段具有固定频率的声音。求这五段声音中，人能听到的频率最低和最高的声音频率。,"只有一组案例。
5个正整数，分别表示五种动物分别发出的声音频率。","两个整数，分别代表人能听到的声音中的最低频率和最高频率，中间留一个空格。
如果所有声音人都听不到，则输出-1。
不要换行。",,"样例1：
1 2 3 4 5
样例2：
30 40 1000 100000 2","样例1：
-1
样例2：
30 1000",38.55%,101,262,https://www.xujcoj.com/home/contest/713/problem/3,https://www.xujcoj.com/home/contest/713/problem,https://www.xujcoj.com/home/problem?keyword3=713,https://www.xujcoj.com/home/problem/detail/2931
2932：四则运算的最大值,20-21(1)第1次线上赛,2：四则运算的最大值,输入两个非0的整数，输出这两个数加减乘除结果中的最大值。其中减法和除法只能是第一个数在前，第二个数在后。,"只有一组案例。
两个整数a和b（均不为0，且绝对值不大于10000）。","一个浮点数，表示a+b、a-b、a*b、a/b中的最大值，其中a/b要按浮点数的运算结果。（与精确值的误差范围在0.01之内的都算正确）
不要换行。",,4 5,20,28.63%,225,786,https://www.xujcoj.com/home/contest/713/problem/2,https://www.xujcoj.com/home/contest/713/problem,https://www.xujcoj.com/home/problem?keyword3=713,https://www.xujcoj.com/home/problem/detail/2932
2974：出土,20-21(1)第2次线上赛,4：出土,有一种虫子会冬眠，当外界温度连续a天不小于b度时，虫子就会在这a天中的最后一天晚上钻出地面。已知接下来c天每天的温度，问虫子会在第几天钻出地面？,"多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例先是正整数a、浮点数b、正整数c。（a<=2000000，b在正常温度范围内，c<=2000000）
然后是c个浮点数，表示从第1天到第c天每天的温度。（均在正常温度范围内）","针对每组案例，输出一个整数，表示虫子在第几天钻出地面。如果不满足虫子钻出地面的条件，则输出-1。
每组案例输出完都要换行。",,"2
3 20.1 5
18 23 22.5 22 25
3 20.1 5
18 23 20 22 25","4
-1",14.04%,33,235,https://www.xujcoj.com/home/contest/741/problem/4,https://www.xujcoj.com/home/contest/741/problem,https://www.xujcoj.com/home/problem?keyword3=741,https://www.xujcoj.com/home/problem/detail/2974
3004：正偶数的平均值,20-21(1)第3次线上赛,2：正偶数的平均值,输入m个浮点数，统计其中正偶数（小数部分为0）的平均值，结果四舍五入到整数。,"多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例先是一个正整数m，表示浮点数的数量，然后是m个浮点数。（m<=20，每个浮点数都不会太大）","针对每组案例，输出一个整数，表示满足条件的数字的平均值（四舍五入到整数）。如果这m个浮点数中都没有正偶数，则输出0。
每组案例输出完都要换行。",第二组样例中，不论是2.0，还是4和10，都算正偶数。,"2
3 5.3 3 1.4
5 2.0 4 10 -6 1.9","0
5",20.96%,83,396,https://www.xujcoj.com/home/contest/753/problem/2,https://www.xujcoj.com/home/contest/753/problem,https://www.xujcoj.com/home/problem?keyword3=753,https://www.xujcoj.com/home/problem/detail/3004
3006：最大的长方形,20-21(1)第3次线上赛,6：最大的长方形,有m个长方形，在排除正方形的情况下，输出其中面积最大的长方形的长和宽以及面积。,"多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例中，先是一个正整数m，表示长方形（包括正方形）的数量；然后是m组数据，每组数据由两个正整数组成，表示一个长方形（也有可能是正方形）相邻两边的长度。（m<=20，面积不会超出int范围）
保证每组案例中至少有一个长方形，并且不会有多个长方形的面积并列最大。","针对每组案例，输出其中面积最大的长方形（不能是正方形）的长、宽、面积（长必须比宽大），这三个数据两两之间有一个空格。
每组案例输出完都要换行。",,"1
3
4 4
3 5
6 2",5 3 15,40.67%,85,209,https://www.xujcoj.com/home/contest/753/problem/6,https://www.xujcoj.com/home/contest/753/problem,https://www.xujcoj.com/home/problem?keyword3=753,https://www.xujcoj.com/home/problem/detail/3006
3019：ax+b=c,20-21(1)第4次线上赛,1：ax+b=c,已知整数a、b、c的值，对于方程ax+b=c，如果不存在整数解，则输出None；如果存在不止一个整数解，则输出其中最小的正整数解；如果存在唯一的整数解，则输出该解。,"多组案例。一个正整数n，表示案例的数量。
每组案例由3个整数a、b、c组成（绝对值均不大于10000）。","针对每组案例，按照【描述】的要求输出。
每组案例输出完都要换行。",,"2
1 2 3
2 3 4","1
None",20.00%,82,410,https://www.xujcoj.com/home/contest/765/problem/1,https://www.xujcoj.com/home/contest/765/problem,https://www.xujcoj.com/home/problem?keyword3=765,https://www.xujcoj.com/home/problem/detail/3019
3066：Tql和Tcl,20-21(1)第5次线上赛,4：Tql和Tcl,"已知m个学生的考试成绩，如果排名居中的学生（也就是排名为第(m+1)/2名）成绩大于等于80，则输出Tql；如果该名学生的成绩小于60，则输出Tcl；其他情况输出Normal。
例如，如果有5个学生，那么排名居中的学生是第(5+1)/2名，也就是第3名。如果有8名学生，那么排名居中的学生是第(8+1)/2名，取整算第4名。","多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例先是一个正整数m，表示学生的数量；然后是m个整数，表示每个学生的成绩。（m<=50）","针对每组案例，根据【描述】中所述，输出Tql、Tcl或者Normal。
每组案例输出完都要换行。",,"3
5
30 100 50 80 70
8
1 2 3 4 80 90 100 95
3
30 50 100","Normal
Tql
Tcl",36.78%,128,348,https://www.xujcoj.com/home/contest/777/problem/4,https://www.xujcoj.com/home/contest/777/problem,https://www.xujcoj.com/home/problem?keyword3=777,https://www.xujcoj.com/home/problem/detail/3066
3195：纪念日,20-21(2)第1次线上赛,6：纪念日,MJ在y年m月d日结婚，他把这一天视为新纪元第0天。MJ想知道新纪元第1314天对应的是哪一年哪一月哪一日。,"多组案例。一个正整数n，表示案例的数量。
每组案例有3个正整数y、m、d组成，含义见【描述】，保证是一个合法的日期。（y<=3000）","针对每组案例，输出3个整数，表示新纪元第1314天对应的年月日，每两个数之间留一个空格。
每组案例输出完都要换行。",,"1
2021 3 11",2024 10 15,26.50%,75,283,https://www.xujcoj.com/home/contest/836/problem/6,https://www.xujcoj.com/home/contest/836/problem,https://www.xujcoj.com/home/problem?keyword3=836,https://www.xujcoj.com/home/problem/detail/3195
3204：校庆日,20-21(2)第2次线上赛,5：校庆日,某大学建校于1921年，Tql在和同学们聊起该学校具体于1921年的哪一天建校时，发现除了自己清楚地知道是哪一天，其他同学都记不清楚具体是哪天。于是Tql让同学们各自猜一个范围（a月b日到c月d日，包括a月b日和c月d日），Tql会针对每个同学猜的范围分别回答“是”或者“不是”，表示校庆日在范围内或者不在范围内。同学们会把所得到的信息综合考虑，是否可以确定校庆日是哪一天？,"一个正整数n，表示案例的数量。（n<=100）
每组案例先是一个正整数m，表示同学的数量，（m<=100）
然后是m行数据，每行数据有4个整数a、b、c、d，表示某一位同学猜测的范围是从a月b日到c月d日（保证日期都是合法的，保证a月b日不晚于c月d日），以及1个字符（Y或者N），表示校庆日是/不是在该范围。",针对每组案例，如果能唯一确定校庆日，那么输出两个整数，表示校庆日的月份和日期，中间间隔一个空格；如果有多个日期可能是校庆日，那么输出“>1”；如果无解（任何一天当校庆日都与Tql的至少一条回答相矛盾），那么输出“-1”。,,"3
2
4 6 4 9 Y
4 7 4 9 N
2
4 6 4 9 Y
4 7 4 9 Y
3
4 6 4 9 Y
4 7 4 9 Y
2 28 3 1 Y","4 6
>1
-1",10.53%,2,19,https://www.xujcoj.com/home/contest/847/problem/5,https://www.xujcoj.com/home/contest/847/problem,https://www.xujcoj.com/home/problem?keyword3=847,https://www.xujcoj.com/home/problem/detail/3204
3222：回文数-1,20-21(2)第3次线上赛,3：回文数-1,"如果一个数字从左往右读和从右往左读是相同的，则称该数字为回文数字。
已知两个正整数，问它们的总和是否构成回文数字。","多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例由两个正整数a、b组成。（均不大于1e8）","针对每组案例，如果a+b是回文数，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"3
99 11
120 1
35 53","No
Yes
Yes",48.71%,226,464,https://www.xujcoj.com/home/contest/863/problem/3,https://www.xujcoj.com/home/contest/863/problem,https://www.xujcoj.com/home/problem?keyword3=863,https://www.xujcoj.com/home/problem/detail/3222
3232：家长会,20-21(2)第4次线上赛,1：家长会,"期中考试结束后，班主任在会后把排名靠后的同学留了下来。所谓排名靠后，既包括单科成绩在最后5名之内，也包括总成绩在最后5名之内。已知班上50名同学8门课程的成绩，问最后哪些座号的同学被留下来了。
如果存在相等的成绩，那么老师会把座位比较大的同学当作名次相对比较靠后的，所以永远都不会有并列的名次存在。","只有一组案例。
有50行数据，每行数据由8个非负整数组成，表示8门课的成绩。其中第1行表示1号同学的成绩，第2行表示2号同学的成绩，...，第50行表示50号同学的成绩。（每门课成绩在0到100之间）",按从小到大的顺序输出所有被留下来的同学的座号。为了简单起见，每个座号后面都保留一个空格，包括最后一个座号后面也有空格。不要换行。,,"48 94 91 49 23 28 100 61
79 52 28 31 77 23 0 97
19 42 63 50 58 58 68 9
4 20 85 66 44 39 10 62
55 15 7 99 96 53 63 10
33 8 85 10 57 25 95 88
83 11 30 87 63 17 44 23
76 25 31 74 36 58 39 62
70 72 55 42 11 53 21 28
87 17 44 49 54 32 67 37
33 43 63 55 77 100 24 57
47 16 26 74 56 94 16 6
91 48 11 64 67 84 46 11
29 13 25 87 70 52 21 40
11 89 47 49 37 55 40 55
72 40 26 40 75 53 15 69
55 38 28 54 31 71 16 16
18 10 77 97 49 38 96 54
14 85 78 35 48 84 29 27
77 8 48 14 1 93 2 91
94 76 23 59 10 44 59 52
80 7 14 54 97 64 10 8
82 81 31 41 36 6 90 28
28 36 50 41 66 47 62 15
27 28 53 24 36 70 96 27
11 52 9 76 34 44 76 38
55 83 4 46 8 2 59 44
90 83 84 0 89 14 10 42
28 16 65 86 11 81 90 36
74 36 49 64 22 60 41 33
64 71 91 88 98 60 44 64
72 9 100 46 26 40 53 85
44 96 31 63 40 54 76 55
14 74 81 79 0 87 55 80
22 79 8 96 96 89 53 72
15 24 80 22 8 49 27 52
65 47 59 27 2 80 71 94
54 79 73 3 90 29 17 8
61 1 22 24 72 9 10 19
42 53 68 20 48 80 73 11
100 96 18 63 64 36 97 56
46 51 94 5 22 41 8 30
24 43 82 21 81 52 90 91
40 51 52 24 86 99 85 6
8 59 82 17 54 40 58 14
55 32 10 14 95 70 29 97
97 94 92 38 87 70 52 43
54 92 53 32 78 91 85 69
24 13 99 1 66 46 15 66
84 90 86 19 19 60 35 84",2 3 4 5 6 7 12 15 17 20 22 23 26 27 28 32 34 35 36 37 38 39 42 44 45 46 49 ,39.02%,16,41,https://www.xujcoj.com/home/contest/880/problem/1,https://www.xujcoj.com/home/contest/880/problem,https://www.xujcoj.com/home/problem?keyword3=880,https://www.xujcoj.com/home/problem/detail/3232
3262：韩信分兵,20-21(2)第6次线上赛,4：韩信分兵,韩信得到探马报告，项羽率大军来袭。由于营中兵力不足，韩信需要尽可能地拖延项羽的部队。韩信有n名士兵可供调度，他希望把这n名士兵尽可能多地分散成小股部队（至少2队），用于骚扰项羽部队，每个小队的士兵人数都是质数（不要问为什么）。问这n名士兵最多可能分成多少个小队（要求所有士兵都分配完毕）？,"多组案例。一个正整数T，表示案例的数量。（T<=1e5）
每组案例由一个正整数n组成，表示士兵的数量。(n<=1e6）","针对每组案例，输出一个整数，表示答案；如果无解，那么输出-1。
每组案例输出完都要换行。",,"2
3
5","-1
2",48.62%,88,181,https://www.xujcoj.com/home/contest/900/problem/4,https://www.xujcoj.com/home/contest/900/problem,https://www.xujcoj.com/home/problem?keyword3=900,https://www.xujcoj.com/home/problem/detail/3262
3321：乘积最大的两个数,21-22(1)第1次线上赛,6：乘积最大的两个数,找出三个整数中乘积最大的两个数,三个整数a、b、c（-10000~10000之间），保证只有唯一的解。,"乘积最大的两个数，按小的在前大的在后的顺序，中间隔一个空格。
不要换行。",,7 6 5,6 7,38.65%,206,533,https://www.xujcoj.com/home/contest/935/problem/6,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3321
3322：最大分差,21-22(1)第1次线上赛,5：最大分差,一个班级里有n名学生，现在已知这n名学生的C++考试成绩，求其中的成绩差距最大的两个学生之间相差了多少分,"一个正整数n，表示班级学生的数量。（2<=n<=100）
然后是n个非负整数，表示这n名学生的成绩。（分数范围在0到100之间）","一个整数，表示分差最大的两个学生之间的差距。
不要换行。",100-40=60,"5
40 100 80 90 65",60,69.01%,196,284,https://www.xujcoj.com/home/contest/935/problem/5,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3322
3323：星号阵列-17,22-23(2)第3次线上赛,4：星号阵列-23,"输出一个星号阵列，每行星号的数量满足以下规律：
1、第一行有a个星号；
2、从第二行开始，每行星号的数量是上一行星号数量的因子的个数，例如上一行有6个星号，由于6有1、2、3、6共4个因子，故该行有4个星号；
3、当某一行有1个或者2个星号时，该行是星号阵列的最后一行，最后一行打完星号以后也有换行。","只有一组案例。
一个正整数a，表示第一行星号的数量。（a<=100）",按要求输出星号阵列。,,6,"******
****
***
**",52.55%,72,137,https://www.xujcoj.com/home/contest/1360/problem/4,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3992
3324：数字和,21-22(1)第1次线上赛,4：数字和,计算0到n之间所有整数的和,一个整数n（-10000<=n<=10000）,"一个整数，表示0到n之间所有整数的和。
不要换行。",,-4,-10,57.49%,311,541,https://www.xujcoj.com/home/contest/935/problem/4,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3324
3325：第几个星期,21-22(1)第1次线上赛,3：第几个星期,"规定一个完整的星期是从星期一到星期日。在某一年内，把1月1日规定为该年的第1个星期（当然，第1个星期不一定完整，有可能不是从星期一开始）。例如2021年的1月1日是星期五，故从2021年1月1日至1月3日是第1个星期，1月4日到1月10日是第2个星期，...，以此类推，2021年12月27日至12月31日是该年最后一个星期。
现在给定一个日期，并给定这一年的1月1日是星期几，求该日期是在这一年的第几个星期。",4个正整数a、b、c、d，表示a年b月c日，a年的1月1日是星期d（保证是合法日期，1<=d<=7，d=7时表示是星期日）,"一个正整数，表示该日期是在这一年的第几个星期。
不要换行。",,2021 1 12 5,3,25.62%,62,242,https://www.xujcoj.com/home/contest/935/problem/3,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3325
3359：输出字符,21-22(1)第2次线上赛,6：输出字符,输出指定数量的指定字符。,"多组案例。一个正整数n，表示案例的数量。
每组案例由一个正整数m和一个字符a组成。","针对每组案例，如果m是奇数，则输出m个a，中间不要有空格；如果m是偶数，则输出m/2个a，每两个a之间都要有一个空格，最后一个a后面没有空格。
每组案例输出完都要换行。",,"2
5 B
6 N","BBBBB
N N N",42.34%,271,640,https://www.xujcoj.com/home/contest/948/problem/6,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3359
3360：总和为4,21-22(1)第2次线上赛,4：总和为4,输入一些正整数，判断其中是否有若干个数字的总和为4（要求至少2个数字的和）,"多组案例。一个正整数n，表示案例的数量。(n<=20)
每组案例首先是一个正整数m，表示数字的个数；然后是m个正整数。(m<=2500000)","针对每组案例，如果这m个正整数中有2个或者2个以上数字的总和为4，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"3
4
1 2 5 2
3
4 4 4
5
2 3 5 6 8","Yes
No
No",25.90%,86,332,https://www.xujcoj.com/home/contest/948/problem/4,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3360
3361：静默的质数,21-22(1)第2次线上赛,1：静默的质数,班上有m个同学玩报数游戏。1号同学想了一个正整数a，并且保证a不是质数，然后大声地喊出来，报给了2号同学；2号同学把a加1，这个数字如果不是质数，则该同学会大声地喊出来，报给3号同学，如果这个数字是质数，则2号同学会通过传纸条的方式静默地把这个数字报给3号同学；...；以此类推，每个同学都要把上一个同学传递来的数字加1，并且根据该数字是质数与否，决定是喊出来还是静默传递，包括最后一名同学（虽然他不需要再往下传递了）。这样当所有m个同学完成游戏后，到底有多少名同学选择了静默的方式。,"多组案例。一个正整数n，表示案例的数量。(n<=20)
每组案例由2个正整数m和a，分别表示同学的数量和1号同学想的数字。(m<=100, 2<=a<=10000)","针对每组案例，输出一个正整数，表示有多少个同学的数字是质数。
每组案例输出完都要换行。",,"2
6 12
2 15","2
0",43.69%,187,428,https://www.xujcoj.com/home/contest/948/problem/1,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3361
3362：舍罕王-2,21-22(1)第2次线上赛,3：舍罕王-2,"这是印度的一个古老传说，舍罕王打算重赏象棋发明人、宰相西萨·班·达依尔。这位聪明的大臣的胃口看来并不大，他跪在国王面前说：“陛下，请您在这张棋盘的第一个小格内，赏给我一粒麦子，在第二个小格内给两粒，第三格内给四粒，用这样下去，每一小格内都比前一小格加一倍。陛下，把这样摆满棋盘上所有64格的麦粒，都赏给您的仆人吧！” 
国王有m粒麦
粒
，然后在第一格内放1粒，第二格内放2粒，第三格内放4粒，…
当然国王的麦
粒
根本铺不满所有的格子，在某个格子上，最终停了下来。
问最后一个有麦粒的格子上有多少颗麦粒？","多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例由一个无符号长整数（unsigned long long）m组成，表示麦粒的总数。（m取值在无符号长整型范围内）","针对每组案例，输出一个无符号长整数，表示最后一个有麦粒的格子上麦粒的数量。
每组案例输出完都要换行。",,"3
15
9
8446743973709","8
2
4048697462606",27.06%,82,303,https://www.xujcoj.com/home/contest/948/problem/3,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3362
3397：星号阵列-18,22-23(2)第3次线上赛,4：星号阵列-23,"输出一个星号阵列，每行星号的数量满足以下规律：
1、第一行有a个星号；
2、从第二行开始，每行星号的数量是上一行星号数量的因子的个数，例如上一行有6个星号，由于6有1、2、3、6共4个因子，故该行有4个星号；
3、当某一行有1个或者2个星号时，该行是星号阵列的最后一行，最后一行打完星号以后也有换行。","只有一组案例。
一个正整数a，表示第一行星号的数量。（a<=100）",按要求输出星号阵列。,,6,"******
****
***
**",52.55%,72,137,https://www.xujcoj.com/home/contest/1360/problem/4,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3992
3427：斐波那契汤,21-22(1)第4次线上赛,5：斐波那契汤,"食堂的大师傅认为，上好的汤是采日月之精华、吸天地之灵气熬制而成，于是今天的汤等于昨天的汤加前天的汤。
设今天的汤、昨天的汤、前天的汤的营养价值分别为v3、v2、v1，满足公式v3=v2/2+v1/3，其中除法都是只保留整数部分的除法。该公式对于除了头两天外的任何一天都成立，头两天的营养价值a和b是给定的。
由于营养价值会衰减，大师傅会每逢整5的日子（第5、10、15、...天）向汤里额外加入营养价值为c的神秘物质，以增加该天汤里的营养价值。
涂涂第m天去食堂买了一份汤，问该汤的营养价值是多少？","多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例由4个正整数a、b、c、m组成，分别表示第一天的营养价值、第二天的营养价值、额外加入的营养价值、天数。（a<=10000, b<=10000, c<=10000, m=1000000）","针对每组案例，输出一个整数，表示第m天汤的营养价值。这个数字不会超过100000。
每组案例输出完都要换行。",第一组案例，v1=10，v2=20，v3=13，v4=12，v5=20,"2
10 20 10 5
10000 10000 10000 100","20
17701",34.57%,56,162,https://www.xujcoj.com/home/contest/990/problem/5,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3427
3428：OJ新人,21-22(1)第4次线上赛,4：OJ新人,"有一位OJ新人在一次OJ线上赛中，做出了所有6道题，并且都是一遍通过。其中，第1题是比赛开始后a1分钟做出，第2题是比赛开始后a2分钟做出，...，第6题是比赛开始后a6分钟做出。例如a1~a6分别为10、15、30、80、50、150，则我们认为第1题做了10分钟，第2题做了5分钟，第3题做了15分钟，然后先用了20分钟做了第5题，再用30分钟做了第4题，用70分钟做了第6题，所有6题总共花了150分钟完成。
OJ计算小分的方法是：先计算每道做出的题按照比赛开始到该题做出的时间，然后把所有题的该时间累加。小分越小越好。由于都是一次通过，所以不用考虑罚时。故上述案例中，小分是10+15+30+80+50+150=335。
Tql学姐认为，该新人有更好的完成顺序，使得在每道题花费的时间不变的前提下，小分更小。
问最优的做题顺序下的小分比当前顺序下的小分，能少多少？","多组案例。一个正整数n，表示案例的数量。（n<=100）
每组案例由6个整数组成，表示每道题是在比赛开始后多少分钟做出的。（均不大于10000）","针对每组案例，输出一个整数，表示最优的做题顺序下的小分比当前顺序下的小分少多少。
每组案例输出完都要换行。",,"1
10 15 30 80 50 150",5,68.14%,77,113,https://www.xujcoj.com/home/contest/990/problem/4,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3428
3429：公共质因数的和,21-22(1)第4次线上赛,3：公共质因数的和,"有两个正整数a和b，如果质数c既是a的因子，也是b的因子，则称c是a和b的公共质因数。
求a和b的所有公共质因数之和。","多组案例。一个正整数n，表示案例的数量。（n<=100）
每组案例由两个正整数a和b组成。（a<=1e+8，b<=1e+8）","针对每组案例，输出一个整数，表示a和b的所有公共质因数之和。（不会超出int范围）
每组案例输出完要换行。",,"2
10 15
36 48","5
5",11.92%,49,411,https://www.xujcoj.com/home/contest/990/problem/3,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3429
3432：没出现的数字,21-22(1)第4次线上赛,1：没出现的数字,判断一个正整数的每一位数字中是否出现了0~9这10个数字，统计有多少个数字没出现过。例如12345678，没出现过的数字是0和9，故共有2个数字没出现过。,"第一行是一个正整数 n 表示测试案例的数量。（n ≤ 100）
每组案例由一个正整数 m 组成。（m ≤ 1e9）","针对每组案例，输出一个整数，表示 m 中有多少个数字没出现过。
每组案例输出完要换行。",,"2
10
12345678","8
2",52.57%,215,409,https://www.xujcoj.com/home/contest/990/problem/1,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3432
3518：递增数列,21-22(2)第1次线上赛,2：递增数列,"对于一个数列，如果从数列的第2项起，每一项的值都不小于它前面的一项的值，则称这样的数列为递增数列。
输入一个数列，如果该数列是递增数列，则输出Yes，否则输出No。","多组案例。一个正整数n，表示案例的数量。（n<=100）
每组案例先是一个正整数a，表示数列的项数；（a×n的值不会超过3e+6）
然后是a个整数，表示数列中从第一项到最后一项每个元素的值。","针对每组案例，如果数列是递增数列，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
5
1 2 2 4 5
4
1 2 4 3","Yes
No",14.80%,94,635,https://www.xujcoj.com/home/contest/1041/problem/2,https://www.xujcoj.com/home/contest/1041/problem,https://www.xujcoj.com/home/problem?keyword3=1041,https://www.xujcoj.com/home/problem/detail/3518
3764：老人与海,22-23(1)第1次线上赛,6：老人与海,"在某游戏中，钓鱼技能随着每一次成功的钓鱼提升。玩家初始的钓鱼技能是1。在技能点没达到50之前，每钓到一条鱼都可以提升1点。
到了50后，需要钓更多的鱼才能提升钓鱼技能。具体来说是50->51需要2条鱼，51->52需要3条鱼，52->53需要4条鱼，...，以此类推。
所以如果玩家一开始只要钓上49条鱼就可以把钓鱼技能升到50点。然而如果要升到100点，连同前面的49条鱼，总共需要钓到1374条鱼才行。
现在已知玩家总共钓到了a条鱼，问玩家的钓鱼技能是多少点？",一个正整数a，表示鱼的数量。（a<=10亿）,"一个整数，表示玩家钓鱼技能点。
不要换行。",,1377,100,43.40%,92,212,https://www.xujcoj.com/home/contest/1155/problem/6,https://www.xujcoj.com/home/contest/1155/problem,https://www.xujcoj.com/home/problem?keyword3=1155,https://www.xujcoj.com/home/problem/detail/3764
3766：英文字母,23-24(2)第1次线上赛,3：英文字母,"有一段很长的英文文字，只含有大写字母和小写字母，没有空格或者其他字符。
问这段英文文字中是否包含所有26个英文字母（大小写字母都可以）？","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例有一段英文字母组成的字符串。（字符串长度不超过1000）","针对每组案例，如果字符串里包含所有26个英文字母，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
efgABCDHIJKLMNOPQWRSTUVWXYZabc
abcd","Yes
No",51.88%,124,239,https://www.xujcoj.com/home/contest/1635/problem/3,https://www.xujcoj.com/home/contest/1635/problem,https://www.xujcoj.com/home/problem?keyword3=1635,https://www.xujcoj.com/home/problem/detail/4448
3767：优秀的成绩,22-23(1)第1次线上赛,3：优秀的成绩,有三门课的成绩，如果每门课都不低于85分，且三门课的平均分不低于90分，则称为优秀。,一行，三个整数，表示三门课的成绩,"如果满足优秀条件，则输出Excellent，否则输出Not Excellent。
不要换行。",,89 95 96,Excellent,50.82%,278,547,https://www.xujcoj.com/home/contest/1155/problem/3,https://www.xujcoj.com/home/contest/1155/problem,https://www.xujcoj.com/home/problem?keyword3=1155,https://www.xujcoj.com/home/problem/detail/3767
3768：Hello TKK,22-23(1)第1次线上赛,1：Hello TKK,输出Hello TKK yyyy.mm.dd，其中yyyy、mm、dd表示的年、月、日由输入决定,一行，三个整数，分别表示年、月、日，保证表示的日期是合法的。,"Hello TKK yyyy.mm.dd，其中yyyy、mm、dd表示的年、月、日由输入决定。
不要换行。",,2022 9 8,Hello TKK 2022.9.8,63.79%,296,464,https://www.xujcoj.com/home/contest/1155/problem/1,https://www.xujcoj.com/home/contest/1155/problem,https://www.xujcoj.com/home/problem?keyword3=1155,https://www.xujcoj.com/home/problem/detail/3768
3769：年龄,22-23(1)第1次线上赛,5：年龄,"已知TQL学姐的出生日期，以及表示今天的某个日期，问TQL学姐今天的年龄。
按照周岁年龄，也就是说出生时算0岁，下一年的生日那天开始算1岁，再下一年生日那天开始算2岁，以此类推。
如果生日是2月29日，那么非闰年的年份生日按2月28日算。","两行，第一行的三个整数表示出生日期中的年、月、日
第二行的三个整数表示今天的年、月、日
保证都是合法日期","一个整数，表示TQL学姐今天的年龄。
不要换行。",闰年判定依据：如果年份是整百的，那么必须是400的倍数；如果年份不是整百的，那么必须是4的倍数。,"2003 3 30
2022 9 10",19,16.09%,61,379,https://www.xujcoj.com/home/contest/1155/problem/5,https://www.xujcoj.com/home/contest/1155/problem,https://www.xujcoj.com/home/problem?keyword3=1155,https://www.xujcoj.com/home/problem/detail/3769
3770：总和最大,22-23(1)第1次线上赛,2：总和最大,"输入三个整数，从中挑选若干个数字，使得这些数的总和尽可能的大。
若干个指的是0个、1个、2个或3个，如果是0个，那么总和就是0；如果是1个，总和就是选中的那个数字。",一行，三个整数。,"一个整数，表示最大的总和。
不要换行。",,6 -5 7,13,43.13%,229,531,https://www.xujcoj.com/home/contest/1155/problem/2,https://www.xujcoj.com/home/contest/1155/problem,https://www.xujcoj.com/home/problem?keyword3=1155,https://www.xujcoj.com/home/problem/detail/3770
